id_kabkota,status,tgl_input,jumlah
447,5,2020-04-04,0
447,8,2020-04-04,0
447,2,2020-04-04,0
447,1,2020-04-04,0
447,3,2020-04-04,0
437,4,2020-04-04,11
437,7,2020-04-04,0
437,5,2020-04-04,0
437,8,2020-04-04,0
437,2,2020-04-04,0
437,1,2020-04-04,0
437,3,2020-04-04,0
436,4,2020-04-05,66
436,7,2020-04-05,11
436,5,2020-04-05,0
436,8,2020-04-05,0
436,2,2020-04-05,0
436,1,2020-04-05,0
436,3,2020-04-05,0
446,4,2020-04-05,2
446,7,2020-04-05,1
446,5,2020-04-05,0
446,8,2020-04-05,0
446,2,2020-04-05,0
446,1,2020-04-05,0
446,3,2020-04-05,0
440,4,2020-04-05,0
440,7,2020-04-05,0
440,5,2020-04-05,0
440,8,2020-04-05,0
440,2,2020-04-05,0
440,1,2020-04-05,0
440,3,2020-04-05,0
444,4,2020-04-05,73
444,7,2020-04-05,0
444,5,2020-04-05,0
444,8,2020-04-05,1
444,2,2020-04-05,0
444,1,2020-04-05,0
444,3,2020-04-05,0
442,4,2020-04-05,25
442,7,2020-04-05,1
442,5,2020-04-05,0
442,8,2020-04-05,0
442,2,2020-04-05,0
442,1,2020-04-05,0
442,3,2020-04-05,0
476,4,2020-04-05,90
476,7,2020-04-05,20
476,5,2020-04-05,4
476,8,2020-04-05,5
476,2,2020-04-05,2
476,1,2020-04-05,0
476,3,2020-04-05,2
443,4,2020-04-05,41
443,7,2020-04-05,10
443,5,2020-04-05,0
443,8,2020-04-05,0
443,2,2020-04-05,0
443,1,2020-04-05,0
443,3,2020-04-05,0
445,4,2020-04-05,0
445,7,2020-04-05,0
445,5,2020-04-05,0
445,8,2020-04-05,0
445,2,2020-04-05,0
445,1,2020-04-05,0
445,3,2020-04-05,0
438,4,2020-04-05,99
438,7,2020-04-05,41
438,5,2020-04-05,0
438,8,2020-04-05,1
438,2,2020-04-05,0
438,1,2020-04-05,0
438,3,2020-04-05,1
441,4,2020-04-05,0
441,7,2020-04-05,0
441,5,2020-04-05,0
441,8,2020-04-05,0
441,2,2020-04-05,0
441,1,2020-04-05,0
441,3,2020-04-05,0
439,4,2020-04-05,3
439,7,2020-04-05,0
439,5,2020-04-05,0
439,8,2020-04-05,0
439,2,2020-04-05,0
439,1,2020-04-05,0
439,3,2020-04-05,0
447,4,2020-04-05,5
447,7,2020-04-05,5
447,5,2020-04-05,0
447,8,2020-04-05,0
447,2,2020-04-05,0
447,1,2020-04-05,0
447,3,2020-04-05,0
437,4,2020-04-05,8
437,7,2020-04-05,4
437,5,2020-04-05,0
437,8,2020-04-05,0
437,2,2020-04-05,0
437,1,2020-04-05,0
437,3,2020-04-05,0
436,4,2020-04-06,71
436,7,2020-04-06,13
436,5,2020-04-06,0
436,8,2020-04-06,0
436,2,2020-04-06,0
436,1,2020-04-06,0
436,3,2020-04-06,0
446,4,2020-04-06,2
446,7,2020-04-06,1
446,5,2020-04-06,0
446,8,2020-04-06,0
446,2,2020-04-06,0
446,1,2020-04-06,0
446,3,2020-04-06,0
440,4,2020-04-06,0
440,7,2020-04-06,0
440,5,2020-04-06,0
440,8,2020-04-06,0
440,2,2020-04-06,0
440,1,2020-04-06,0
440,3,2020-04-06,0
444,4,2020-04-06,70
444,7,2020-04-06,3
444,5,2020-04-06,3
444,8,2020-04-06,0
444,2,2020-04-06,0
444,1,2020-04-06,0
444,3,2020-04-06,0
442,4,2020-04-06,24
442,7,2020-04-06,2
442,5,2020-04-06,0
442,8,2020-04-06,0
442,2,2020-04-06,0
442,1,2020-04-06,0
442,3,2020-04-06,0
476,4,2020-04-06,90
476,7,2020-04-06,20
476,5,2020-04-06,4
476,8,2020-04-06,5
476,2,2020-04-06,2
476,1,2020-04-06,0
476,3,2020-04-06,2
443,4,2020-04-06,42
443,7,2020-04-06,10
443,5,2020-04-06,0
443,8,2020-04-06,0
443,2,2020-04-06,0
443,1,2020-04-06,0
443,3,2020-04-06,0
445,4,2020-04-06,0
445,7,2020-04-06,0
445,5,2020-04-06,0
445,8,2020-04-06,0
445,2,2020-04-06,0
445,1,2020-04-06,0
445,3,2020-04-06,0
438,4,2020-04-06,99
438,7,2020-04-06,41
438,5,2020-04-06,1
438,8,2020-04-06,1
438,2,2020-04-06,0
438,1,2020-04-06,0
438,3,2020-04-06,1
441,4,2020-04-06,0
441,7,2020-04-06,0
441,5,2020-04-06,0
441,8,2020-04-06,0
441,2,2020-04-06,0
441,1,2020-04-06,0
441,3,2020-04-06,0
439,4,2020-04-06,3
439,7,2020-04-06,0
439,5,2020-04-06,1
439,8,2020-04-06,0
439,2,2020-04-06,0
439,1,2020-04-06,0
439,3,2020-04-06,0
447,4,2020-04-06,5
447,7,2020-04-06,8
447,5,2020-04-06,0
447,8,2020-04-06,0
447,2,2020-04-06,0
447,1,2020-04-06,0
447,3,2020-04-06,0
437,4,2020-04-06,8
437,7,2020-04-06,4
437,5,2020-04-06,0
437,8,2020-04-06,0
437,2,2020-04-06,0
437,1,2020-04-06,0
437,3,2020-04-06,0
436,4,2020-04-07,73
436,7,2020-04-07,15
436,5,2020-04-07,0
436,8,2020-04-07,0
436,2,2020-04-07,0
436,1,2020-04-07,0
436,3,2020-04-07,0
446,4,2020-04-07,2
446,7,2020-04-07,1
446,5,2020-04-07,0
446,8,2020-04-07,0
446,2,2020-04-07,0
446,1,2020-04-07,0
446,3,2020-04-07,0
440,4,2020-04-07,0
440,7,2020-04-07,0
440,5,2020-04-07,0
440,8,2020-04-07,0
440,2,2020-04-07,0
440,1,2020-04-07,0
440,3,2020-04-07,0
444,4,2020-04-07,83
444,7,2020-04-07,3
444,5,2020-04-07,3
444,8,2020-04-07,0
444,2,2020-04-07,0
444,1,2020-04-07,0
444,3,2020-04-07,0
442,4,2020-04-07,25
442,7,2020-04-07,2
442,5,2020-04-07,0
442,8,2020-04-07,0
442,2,2020-04-07,0
442,1,2020-04-07,0
442,3,2020-04-07,0
476,4,2020-04-07,65
476,7,2020-04-07,46
476,5,2020-04-07,5
476,8,2020-04-07,5
476,2,2020-04-07,2
476,1,2020-04-07,0
476,3,2020-04-07,2
443,4,2020-04-07,38
443,7,2020-04-07,14
443,5,2020-04-07,0
443,8,2020-04-07,0
443,2,2020-04-07,0
443,1,2020-04-07,0
443,3,2020-04-07,0
445,4,2020-04-07,0
445,7,2020-04-07,0
445,5,2020-04-07,0
445,8,2020-04-07,0
445,2,2020-04-07,0
445,1,2020-04-07,0
445,3,2020-04-07,0
438,4,2020-04-07,95
438,7,2020-04-07,45
438,5,2020-04-07,1
438,8,2020-04-07,5
438,2,2020-04-07,0
438,1,2020-04-07,0
438,3,2020-04-07,1
441,4,2020-04-07,0
441,7,2020-04-07,0
441,5,2020-04-07,0
441,8,2020-04-07,0
441,2,2020-04-07,0
441,1,2020-04-07,0
441,3,2020-04-07,0
439,4,2020-04-07,3
439,7,2020-04-07,0
439,5,2020-04-07,1
439,8,2020-04-07,0
439,2,2020-04-07,0
439,1,2020-04-07,0
439,3,2020-04-07,0
447,4,2020-04-07,6
447,7,2020-04-07,8
447,5,2020-04-07,0
447,8,2020-04-07,0
447,2,2020-04-07,0
447,1,2020-04-07,0
447,3,2020-04-07,0
437,4,2020-04-07,6
437,7,2020-04-07,6
437,5,2020-04-07,1
437,8,2020-04-07,0
437,2,2020-04-07,0
437,1,2020-04-07,0
437,3,2020-04-07,0
436,4,2020-04-08,77
436,7,2020-04-08,17
436,5,2020-04-08,0
436,8,2020-04-08,0
436,2,2020-04-08,0
436,1,2020-04-08,0
436,3,2020-04-08,0
446,4,2020-04-08,2
446,7,2020-04-08,1
446,5,2020-04-08,0
446,8,2020-04-08,0
446,2,2020-04-08,0
446,1,2020-04-08,0
446,3,2020-04-08,0
440,4,2020-04-08,0
440,7,2020-04-08,0
440,5,2020-04-08,0
440,8,2020-04-08,0
440,2,2020-04-08,0
440,1,2020-04-08,0
440,3,2020-04-08,0
444,4,2020-04-08,86
444,7,2020-04-08,3
444,5,2020-04-08,3
444,8,2020-04-08,0
444,2,2020-04-08,0
444,1,2020-04-08,0
444,3,2020-04-08,0
442,4,2020-04-08,19
442,7,2020-04-08,8
442,5,2020-04-08,0
442,8,2020-04-08,0
442,2,2020-04-08,0
442,1,2020-04-08,0
442,3,2020-04-08,0
476,4,2020-04-08,65
476,7,2020-04-08,46
476,5,2020-04-08,5
476,8,2020-04-08,5
476,2,2020-04-08,2
476,1,2020-04-08,0
476,3,2020-04-08,2
443,4,2020-04-08,38
443,7,2020-04-08,14
443,5,2020-04-08,0
443,8,2020-04-08,0
443,2,2020-04-08,0
443,1,2020-04-08,0
443,3,2020-04-08,0
445,4,2020-04-08,0
445,7,2020-04-08,0
445,5,2020-04-08,0
445,8,2020-04-08,0
445,2,2020-04-08,0
445,1,2020-04-08,0
445,3,2020-04-08,0
438,4,2020-04-08,98
438,7,2020-04-08,47
438,5,2020-04-08,1
438,8,2020-04-08,5
438,2,2020-04-08,0
438,1,2020-04-08,0
438,3,2020-04-08,1
441,4,2020-04-08,0
441,7,2020-04-08,0
441,5,2020-04-08,0
441,8,2020-04-08,0
441,2,2020-04-08,0
441,1,2020-04-08,0
441,3,2020-04-08,0
439,4,2020-04-08,3
439,7,2020-04-08,0
439,5,2020-04-08,1
439,8,2020-04-08,0
439,2,2020-04-08,0
439,1,2020-04-08,0
439,3,2020-04-08,0
447,4,2020-04-08,4
447,7,2020-04-08,10
447,5,2020-04-08,0
447,8,2020-04-08,0
447,2,2020-04-08,0
447,1,2020-04-08,0
447,3,2020-04-08,0
437,4,2020-04-08,6
437,7,2020-04-08,6
437,5,2020-04-08,1
437,8,2020-04-08,0
437,2,2020-04-08,0
437,1,2020-04-08,0
437,3,2020-04-08,0
436,4,2020-04-09,75
436,7,2020-04-09,19
436,5,2020-04-09,0
436,8,2020-04-09,0
436,6,2020-04-09,0
436,11,2020-04-09,0
436,2,2020-04-09,0
436,1,2020-04-09,0
436,3,2020-04-09,0
446,4,2020-04-09,2
446,7,2020-04-09,1
446,5,2020-04-09,0
446,8,2020-04-09,0
446,6,2020-04-09,18
446,11,2020-04-09,0
446,2,2020-04-09,0
446,1,2020-04-09,0
446,3,2020-04-09,0
440,4,2020-04-09,0
440,7,2020-04-09,0
440,5,2020-04-09,0
440,8,2020-04-09,0
440,6,2020-04-09,0
440,11,2020-04-09,0
440,2,2020-04-09,0
440,1,2020-04-09,0
440,3,2020-04-09,0
444,4,2020-04-09,59
444,7,2020-04-09,31
444,5,2020-04-09,3
444,8,2020-04-09,0
444,6,2020-04-09,0
444,11,2020-04-09,0
444,2,2020-04-09,0
444,1,2020-04-09,0
444,3,2020-04-09,0
442,4,2020-04-09,17
442,7,2020-04-09,10
442,5,2020-04-09,0
442,8,2020-04-09,0
442,6,2020-04-09,0
442,11,2020-04-09,0
442,2,2020-04-09,0
442,1,2020-04-09,0
442,3,2020-04-09,0
476,4,2020-04-09,65
476,7,2020-04-09,46
476,5,2020-04-09,5
476,8,2020-04-09,5
476,6,2020-04-09,27
476,11,2020-04-09,23
476,2,2020-04-09,2
476,1,2020-04-09,0
476,3,2020-04-09,2
443,4,2020-04-09,28
443,7,2020-04-09,24
443,5,2020-04-09,0
443,8,2020-04-09,0
443,6,2020-04-09,5
443,11,2020-04-09,0
443,2,2020-04-09,0
443,1,2020-04-09,0
443,3,2020-04-09,0
445,4,2020-04-09,0
445,7,2020-04-09,0
445,5,2020-04-09,0
445,8,2020-04-09,0
445,6,2020-04-09,0
445,11,2020-04-09,0
445,2,2020-04-09,0
445,1,2020-04-09,0
445,3,2020-04-09,0
438,4,2020-04-09,100
438,7,2020-04-09,51
438,5,2020-04-09,1
438,8,2020-04-09,5
438,6,2020-04-09,0
438,11,2020-04-09,0
438,2,2020-04-09,0
438,1,2020-04-09,0
438,3,2020-04-09,1
441,4,2020-04-09,0
441,7,2020-04-09,0
441,5,2020-04-09,0
441,8,2020-04-09,0
441,6,2020-04-09,0
441,11,2020-04-09,0
441,2,2020-04-09,0
441,1,2020-04-09,0
441,3,2020-04-09,0
439,4,2020-04-09,3
439,7,2020-04-09,0
439,5,2020-04-09,1
439,8,2020-04-09,0
439,6,2020-04-09,0
439,11,2020-04-09,0
439,2,2020-04-09,0
439,1,2020-04-09,0
439,3,2020-04-09,0
447,4,2020-04-09,5
447,7,2020-04-09,10
447,5,2020-04-09,0
447,8,2020-04-09,0
447,6,2020-04-09,3
447,11,2020-04-09,9
447,2,2020-04-09,0
447,1,2020-04-09,0
447,3,2020-04-09,0
437,4,2020-04-09,6
437,7,2020-04-09,6
437,5,2020-04-09,1
437,8,2020-04-09,0
437,6,2020-04-09,0
437,11,2020-04-09,0
437,2,2020-04-09,0
437,1,2020-04-09,0
437,3,2020-04-09,0
436,4,2020-04-10,64
436,7,2020-04-10,30
436,5,2020-04-10,0
436,8,2020-04-10,0
436,6,2020-04-10,0
436,11,2020-04-10,0
436,2,2020-04-10,0
436,1,2020-04-10,0
436,3,2020-04-10,0
446,4,2020-04-10,2
446,7,2020-04-10,1
446,5,2020-04-10,0
446,8,2020-04-10,0
446,6,2020-04-10,18
446,11,2020-04-10,0
446,2,2020-04-10,0
446,1,2020-04-10,0
446,3,2020-04-10,0
440,4,2020-04-10,0
440,7,2020-04-10,0
440,5,2020-04-10,0
440,8,2020-04-10,0
440,6,2020-04-10,0
440,11,2020-04-10,0
440,2,2020-04-10,0
440,1,2020-04-10,0
440,3,2020-04-10,0
444,4,2020-04-10,59
444,7,2020-04-10,31
444,5,2020-04-10,3
444,8,2020-04-10,0
444,6,2020-04-10,0
444,11,2020-04-10,0
444,2,2020-04-10,0
444,1,2020-04-10,0
444,3,2020-04-10,0
442,4,2020-04-10,16
442,7,2020-04-10,11
442,5,2020-04-10,0
442,8,2020-04-10,0
442,6,2020-04-10,0
442,11,2020-04-10,0
442,2,2020-04-10,0
442,1,2020-04-10,0
442,3,2020-04-10,0
476,4,2020-04-10,67
476,7,2020-04-10,51
476,5,2020-04-10,8
476,8,2020-04-10,5
476,6,2020-04-10,33
476,11,2020-04-10,23
476,2,2020-04-10,2
476,1,2020-04-10,0
476,3,2020-04-10,1
443,4,2020-04-10,26
443,7,2020-04-10,26
443,5,2020-04-10,0
443,8,2020-04-10,0
443,6,2020-04-10,5
443,11,2020-04-10,0
443,2,2020-04-10,0
443,1,2020-04-10,0
443,3,2020-04-10,0
445,4,2020-04-10,0
445,7,2020-04-10,0
445,5,2020-04-10,0
445,8,2020-04-10,0
445,6,2020-04-10,0
445,11,2020-04-10,0
445,2,2020-04-10,0
445,1,2020-04-10,0
445,3,2020-04-10,0
438,4,2020-04-10,84
438,7,2020-04-10,69
438,5,2020-04-10,2
438,8,2020-04-10,5
438,6,2020-04-10,0
438,11,2020-04-10,0
438,2,2020-04-10,0
438,1,2020-04-10,0
438,3,2020-04-10,0
441,4,2020-04-10,0
441,7,2020-04-10,0
441,5,2020-04-10,0
441,8,2020-04-10,0
441,6,2020-04-10,0
441,11,2020-04-10,0
441,2,2020-04-10,0
441,1,2020-04-10,0
441,3,2020-04-10,0
439,4,2020-04-10,3
439,7,2020-04-10,0
439,5,2020-04-10,1
439,8,2020-04-10,0
439,6,2020-04-10,0
439,11,2020-04-10,0
439,2,2020-04-10,0
439,1,2020-04-10,0
439,3,2020-04-10,0
447,4,2020-04-10,4
447,7,2020-04-10,11
447,5,2020-04-10,0
447,8,2020-04-10,0
447,6,2020-04-10,0
447,11,2020-04-10,12
447,2,2020-04-10,0
447,1,2020-04-10,0
447,3,2020-04-10,0
437,4,2020-04-10,4
437,7,2020-04-10,9
437,5,2020-04-10,1
437,8,2020-04-10,0
437,6,2020-04-10,4
437,11,2020-04-10,0
437,2,2020-04-10,0
437,1,2020-04-10,0
437,3,2020-04-10,0
436,4,2020-04-11,50
436,7,2020-04-11,44
436,5,2020-04-11,0
436,8,2020-04-11,0
436,6,2020-04-11,0
436,11,2020-04-11,0
436,2,2020-04-11,0
436,1,2020-04-11,0
436,3,2020-04-11,0
446,4,2020-04-11,2
446,7,2020-04-11,1
446,5,2020-04-11,0
446,8,2020-04-11,0
446,6,2020-04-11,18
446,11,2020-04-11,0
446,2,2020-04-11,0
446,1,2020-04-11,0
446,3,2020-04-11,0
440,4,2020-04-11,0
440,7,2020-04-11,0
440,5,2020-04-11,0
440,8,2020-04-11,0
440,6,2020-04-11,0
440,11,2020-04-11,0
440,2,2020-04-11,0
440,1,2020-04-11,0
440,3,2020-04-11,0
444,4,2020-04-11,59
444,7,2020-04-11,31
444,5,2020-04-11,3
444,8,2020-04-11,0
444,6,2020-04-11,0
444,11,2020-04-11,0
444,2,2020-04-11,0
444,1,2020-04-11,0
444,3,2020-04-11,0
442,4,2020-04-11,16
442,7,2020-04-11,11
442,5,2020-04-11,0
442,8,2020-04-11,0
442,6,2020-04-11,0
442,11,2020-04-11,0
442,2,2020-04-11,0
442,1,2020-04-11,0
442,3,2020-04-11,0
476,4,2020-04-11,67
476,7,2020-04-11,51
476,5,2020-04-11,8
476,8,2020-04-11,5
476,6,2020-04-11,33
476,11,2020-04-11,23
476,2,2020-04-11,2
476,1,2020-04-11,0
476,3,2020-04-11,1
443,4,2020-04-11,25
443,7,2020-04-11,27
443,5,2020-04-11,0
443,8,2020-04-11,0
443,6,2020-04-11,5
443,11,2020-04-11,0
443,2,2020-04-11,0
443,1,2020-04-11,0
443,3,2020-04-11,0
445,4,2020-04-11,0
445,7,2020-04-11,0
445,5,2020-04-11,0
445,8,2020-04-11,0
445,6,2020-04-11,0
445,11,2020-04-11,0
445,2,2020-04-11,0
445,1,2020-04-11,0
445,3,2020-04-11,0
438,4,2020-04-11,86
438,7,2020-04-11,69
438,5,2020-04-11,2
438,8,2020-04-11,5
438,6,2020-04-11,0
438,11,2020-04-11,0
438,2,2020-04-11,0
438,1,2020-04-11,0
438,3,2020-04-11,0
441,4,2020-04-11,0
441,7,2020-04-11,0
441,5,2020-04-11,0
441,8,2020-04-11,0
441,6,2020-04-11,0
441,11,2020-04-11,0
441,2,2020-04-11,0
441,1,2020-04-11,0
441,3,2020-04-11,0
439,4,2020-04-11,3
439,7,2020-04-11,0
439,5,2020-04-11,1
439,8,2020-04-11,0
439,6,2020-04-11,0
439,11,2020-04-11,0
439,2,2020-04-11,0
439,1,2020-04-11,0
439,3,2020-04-11,0
447,4,2020-04-11,4
447,7,2020-04-11,11
447,5,2020-04-11,0
447,8,2020-04-11,0
447,6,2020-04-11,0
447,11,2020-04-11,12
447,2,2020-04-11,0
447,1,2020-04-11,0
447,3,2020-04-11,0
437,4,2020-04-11,5
437,7,2020-04-11,9
437,5,2020-04-11,1
437,8,2020-04-11,0
437,6,2020-04-11,4
437,11,2020-04-11,0
437,2,2020-04-11,0
437,1,2020-04-11,0
437,3,2020-04-11,0
